# Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/26851 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/reconstructions/turney2021/turney2021early-lig-sst-ann.txt
#       Description: NOAA location of the template
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#
# Dataset DOI: 
#
# Parameter_Keywords: sea surface temperature
#--------------------
# Contribution_Date
#	Date: 2019-07-03
#--------------------
# File_Last_Modified_Date
#	Date: 2020-10-27 
#--------------------
# Title
# 	Study_Name: Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#--------------------
# Investigators
#	Investigators: Turney, C.S.M; Jones, R.T.; McKay, N.P.; van Sebille, E.; Thomas, Z.A.; Hillenbrand, C.-D.; Fogwill, C.J.
#--------------------
# Description_Notes_and_Keywords
#	Description: Compilation of published sea surface temperature reconstructions for the Last Interglacial 
#	interval (LIG; ~129,000-116,000 years before present). 
#	Version: 14 October 2020 (replaces 11 December 2019 and 3 July 2019 versions)
#	Reconstructions of Last Interglacial annual (189 sites), December-January-February (DJF; 99 sites), 
#	and June-July-August (JJA; 92 sites) SST's, plus maximum annual SST estimates during the early LIG 
#	(129-124 ka; 189 sites), and comparison of annual SST estimates for the early LIG (129-124 ka)  
#	with late Marine Isotope Stage 6 (140-135 kyr) (54 sites). 
#	For the DJF estimates, we have assumed a thermal equator of 5 degrees North, 
#	where sites above this latitude 'Summer' = JJA, and 'Winter' = DJF
#	Sites south of this line have 'Summer' (warmer temps) = DJF and 'Winter' (cooler temps) = JJA
# 
#	Notes: ***Drift correction has not been applied to the two coral sites  
#	***Drift correction could not be applied to four sites in a land box when located using OFES.
#
# 						
# Sheet 1. Early and average LIG annual sea surface temperatures (global and latitudinal averages) and thermal expansion contribution to Global Mean Sea Level 						
# 						
# Early max annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.9	0.1	3.2	1.5	3.8	3.7
# 30-day drift	0.9	0.1	2.8	2.1	3.2	3.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.2	-0.3	2.0	0.2	2.8	2.7
# 30-day drift	0.2	-0.3	1.5	0.8	2.3	2.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Ocean thermal expansion, m	Max annual SST, early LIG	Mean annual SST				
# Uncorrected	0.36	0.05				
# 30-day drift	0.39	0.08				
# Uncertainty (1sd)	0.10	0.10				
# 
#--------------------
# Publication 
#	Authors: Chris S.M. Turney, Richard T. Jones, Nicholas P. McKay, Erik van Sebille, Zoë A. Thomas, Claus-Dieter Hillenbrand, Christopher J. Fogwill
#	Published_Date_or_Year: 2021 in press     
#	Published_Title: A global mean sea-surface temperature dataset for the Last Interglacial (129-116 kyr) and contribution of thermal expansion to sea-level change
#	Journal_Name: Earth System Science Data 
#	Volume: 
#	Edition: 
#	Issue: 
#	Pages:
#	Report_Number: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: A valuable analogue for assessing Earth's sensitivity to warming is the Last Interglacial (LIG; 129-116 kyr), when global temperatures (0-+2 C) and mean sea level (+6-11 m) were higher than today. The direct contribution of warmer conditions to global sea level (thermosteric) are uncertain. We report here a global network of LIG sea surface temperatures (SST) obtained from various published temperature proxies (e.g. faunal/floral assemblages, Mg/Ca ratios of calcareous plankton, alkenone UK'37). Each reconstruction is averaged across the LIG (anomalies relative to 1981-2010), corrected for ocean drift and with varying seasonality (189 annual, 99 December-February, and 92 June-August records). We summarise the current limitations of SST reconstructions for the LIG and the spatial temperature features of a naturally warmer world. Because of local d18O seawater changes, uncertainty in the age models of marine cores, and differences in sampling resolution and/or sedimentation rates, the reconstructions are restricted to mean conditions. To avoid bias towards individual LIG SSTs based on only a single (and potentially erroneous) measurement or a single interpolated data point, here we average across the entire LIG. To investigate the sensitivity of the reconstruction to high temperatures, we also report maximum values during the first 5 ka of the LIG (129-124 kyr). The global dataset provides a remarkably coherent pattern of higher SST increases at polar latitudes than in the tropics, with comparable estimates between different SST proxies. We report mean global annual SST anomalies of 0.2 ± 0.1 C and a maximum of 0.9 ± 0.2 C respectively. Using the reconstructed SSTs suggests a mean thermosteric sea level rise of 0.01 ± 0.1 m and a maximum of 0.13 ± 0.1 m respectively. The data provide an important natural baseline for a warmer world, constraining the contributions of Greenland and Antarctic ice sheets to global sea level during a geographically widespread expression of high sea level, and can be used to test the next inter-comparison of models for projecting future climate change.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant: 
#------------------
# Site_Information 
#	Site_Name: Global Ocean 
#	Location: Global
#	Country:  
#	Northernmost_Latitude: 90
# 	Southernmost_Latitude: -80
# 	Easternmost_Longitude: 180
# 	Westernmost_Longitude: -180
# 	Elevation:  0 m
#------------------
# Data_Collection   
#	Collection_Name: Turney2021LIGSST
#	Earliest_Year: 129000
#	Most_Recent_Year: 116000
#	Time_Unit: Cal. Year BP
#	Core_Length: 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------	
Site Name/Core	Latitude (decimal)	Longitude  (decimal)	Method of temperature estimate	Early LIG maximum annual temperature estimate	±1 sd	30 days mean temp along trajectory minus mean temp at site	SST 1981-2010 'Modern' Annual (Jan-Dec)	Annual LIG temperature anomaly (no drift), °C	±1 sd	Annual LIG temperature anomaly (30 day drift), °C	±1 sd	References
MD01-2378	-13.08	121.79	 Planktonic Foraminifera (G. ruber) Mg/Ca	29.8	0.5	-0.5	28.6	1.23	0.50	1.77	0.50	Xu, J., Kuhnt, W., Holbourn, A., Andersen, N. & Bartoli, G. Changes in the vertical profile of the Indonesian Throughflow during Termination II: Evidence from the Timor Sea. Paleoceanography 21, doi: 10.1029/2006PA001278 (2006)
GeoB 1016-3	-11.77	-11.68	Alkenone	26.5	1.5	0.6	24.8	1.73	1.50	1.16	1.50	Schneider, R. R., Müller, P. J. & Acheson, R. in Reconstructing Ocean History: A Window into the Future 33-55 (Kluwer Academic/Plenum Publishers, 1999)
V22-174	-10.07	-12.82	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.5	1.3	0.2	25.2	0.34	1.25	0.11	1.25	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V22-38	-9.55	-34.25	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.5	1.9	-0.4	27.4	-0.93	1.90	-0.54	1.90	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC11-230	-8.80	-110.80	Radiolaria   Assemblage  (Transfer Function)	27.1	2.1	-0.6	25.6	1.52	2.10	2.08	2.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 2204	-8.53	-34.02	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	26.7	1.0	-0.9	27.5	-0.80	1.00	0.12	1.00	Hale, W. & Pflaumann, U. in Use of Proxies in Paleoceanography     69-90 (Springer, 1999)
Y71-3-2	-7.28	-85.25	Radiolaria   Assemblage  (Transfer Function)	25.4	1.5	-0.9	23.5	1.89	1.50	2.74	1.50	Pisias, N. G. & Mix, A. C. Spatial and temporal oceanographic variability of the eastern equatorial Pacific during the late Pleistocene: Evidence from Radiolaria microfossils. Paleoceanography 12, 381-393 (1997)
GeoB 1401-4	-6.93	9.01	Alkenone	26.2	1.5	0.5	26.1	0.12	1.50	-0.34	1.50	Ruhland, G. Alkenones and sea surface temperature of sediment core GeoB1401-4. PANGAEA, doi: 10.1594/PANGAEA.57988, (2004)
Y71-9-101	-6.63	-106.95	Radiolaria   Assemblage  (Transfer Function)	24.3	1.5	-0.9	25.2	-0.95	1.50	-0.04	1.50	Pisias, N. G. & Mix, A. C. Spatial and temporal oceanographic variability of the eastern equatorial Pacific during the late Pleistocene: Evidence from Radiolaria microfossils. Paleoceanography 12, 381-393 (1997)
GeoB 1008-3	-6.58	-10.32	Alkenone	26.9	0.3	-0.7	26.0	0.91	0.30	1.56	0.30	Schneider, R. R., Müller, P. J. & Ruhland, G. Late Quaternary surface circulation in the east equatorial South Atlantic: Evidence from alkenone sea surface temperatures. Paleoceanography 10, 197-219 (1995)
Huon Peninsula	-6.43	147.83	Coral Sr/Ca	29.0	1.0		28.8	0.16	1.00	0.16	1.00	McCulloch, M. T. & Esat, T. The coral record of last interglacial sea levels and sea surface temperatures. Chemical Geology (Isotope Geoscience Section) 169, 107-129- (2000)
GeoB 10038-4	-5.94	103.25	Alkenone	28.4	1.5	-0.4	28.6	-0.15	1.50	0.26	1.50	Mohtadi, M., Lückge, A., Steinke, S., Groeneveld, J., Hebbeln, D., & Westphal, N. Late Pleistocene surface and thermocline conditions of the eastern tropical Indian Ocean. Quaternary Science Reviews, 29(7-8), 887-896 (2010). 
GeoB 1112	-5.77	-10.75	 Planktonic Foraminifera (G. sacculifer) Mg/Ca	27.0	0.4	-0.7	26.0	0.97	0.40	1.71	0.40	Nürnberg, D., Müller, A. & Schneider, R. R. Paleo-sea surface temperature calculations in the equatorial east Atlantic from Mg/Ca ratios in planktic foraminifera: A comparison to sea surface temperature estimates from U37K', oxygen isotopes, and foraminiferal transfer function. Paleoceanography 15, 124-134 (2000)
RC24-16	-5.04	-10.19	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.5	1.3	-0.8	26.0	-0.53	1.25	0.31	1.25	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geo-sciences, 121-164 (Springer, 1989)
MD98-2162	-4.70	117.90	 Planktonic Foraminifera (G. ruber) Mg/Ca	31.5	1.0	-6.9	28.9	2.56	1.00	9.44	1.00	Visser, K., Thunell, R. & Stott, L. Magnitude and timing of temperature change in the Indo-Pacific warm pool during deglaciation. Nature 421, 152-155 (2003)
V19-29	-3.57	-83.93	Radiolaria   Assemblage  (Transfer Function)	22.7	1.6	1.4	22.7	-0.03	1.60	-1.42	1.60	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V25-56	-3.55	-35.23	 Planktonic Foraminifera Assemblage  (Revised Analog Method)	26.7	1.5	-0.9	27.6	-0.86	1.50	0.04	1.50	Waelbroeck, C., Labeyrie, L., Duplessy, J. C., Guiot, J., Labracherie, M., Leclaire, H., & Duprat, J. Improving past sea surface temperature estimates based on planktonic fossil faunas. Paleoceanography and Paleoclimatology, 13(3), 272-283 (1998)
RC10-62	-3.20	-101.43	Radiolaria   Assemblage  (Transfer Function)	20.1	1.6	0.0	24.4	-4.29	1.60	-4.28	1.60	Pisias, N. G. & Mix, A. C. Spatial and temporal oceanographic variability of the eastern equatorial Pacific during the late Pleistocene: Evidence from Radiolaria microfossils. Paleoceanography 12, 381-393 (1997)
Y69-106P	-2.98	-86.55	Radiolaria   Assemblage  (Transfer Function)	25.2	1.6	0.8	23.4	1.80	1.60	1.01	1.60	Pisias, N. G. & Mix, A. C. Spatial and temporal oceanographic variability of the eastern equatorial Pacific during the late Pleistocene: Evidence from Radiolaria microfossils. Paleoceanography 12, 381-393 (1997)
RC13-205	-2.28	5.18	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.9	1.4	2.2	26.3	-0.38	1.40	-2.56	1.40	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 1105	-1.67	-12.43	Alkenone	25.3	1.5	2.2	25.9	-0.57	1.50	-2.72	1.50	Nürnberg, D., Müller, A., and Schneider, R. R.: Paleo-sea surface temperature calculations in the equatorial east Atlantic from Mg/Ca ratios in planktic foraminifera: A comparison to sea surface temperature estimates from U37K', oxygen isotopes, and foraminiferal transfer function. Paleoceanography 15, 124-134 (2000)
RC13-115	-1.38	-104.50	Radiolaria   Assemblage  (Transfer Function)	22.0	1.6	1.9	24.1	-2.09	1.60	-3.97	1.60	Pisias, N. G. & Mix, A. C. Spatial and temporal oceanographic variability of the eastern equatorial Pacific during the late Pleistocene: Evidence from Radiolaria microfossils. Paleoceanography 12, 381-393 (1997)
ODP 1239	-0.67	-82.08	Alkenone	26.7	1.5	-0.6	24.8	1.92	1.50	2.49	1.50	Rincón-Martínez, D. et al. More humid interglacials in Ecuador during the past 500 kyr linked to latitudinal shifts of the equatorial front and the Intertropical Convergence Zone in the eastern tropical Pacific. Paleoceanography 25, doi: 10.1029/2009PA001868 (2010)
V22-182	-0.55	-17.27	Coccolithophore Assemblage  (Transfer Function)	25.6	1.9	2.4	26.2	-0.57	1.90	-2.95	1.90	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
ODP 806B	-0.32	-159.36	 Planktonic Foraminifera (G. ruber) Mg/Ca	29.5	1.1	0.3	27.7	1.81	1.10	1.47	1.10	Medina-Elizalde, M. & Lea, D. W. Mid-Pleistocene transition in the tropical Pacific. Science 310, 1009-1012 (2005)
Y69-71P	-0.10	-86.48	Radiolaria   Assemblage  (Transfer Function)	22.6	1.5	2.0	23.7	-1.06	1.50	-3.06	1.50	Pisias, N. G. & Mix, A. C. Spatial and temporal oceanographic variability of the eastern equatorial Pacific during the late Pleistocene: Evidence from Radiolaria microfossils. Paleoceanography 12, 381-393 (1997)
VNTR1-8	-0.03	-110.48	Radiolaria   Assemblage  (Transfer Function)	24.1	1.6	3.1	24.5	-0.38	1.60	-3.43	1.60	Pisias, N. G. & Mix, A. C. Spatial and temporal oceanographic variability of the eastern equatorial Pacific during the late Pleistocene: Evidence from Radiolaria microfossils. Paleoceanography 12, 381-393 (1997)
MD85668	-0.02	46.03	Alkenone	28.1	1.5	-0.3	27.2	0.85	1.50	1.19	1.50	Bard, E., Rostek, F. & Sonzogni, C. Interhemispheric synchrony of the last deglaciation inferred from alkenone palaeothermometry. Nature 385, 707-710 (1997)
RC13-110	0.00	-96.00	Radiolaria   Assemblage  (Transfer Function)	24.2	1.6	3.5	24.0	0.20	1.60	-3.30	1.60	Pisias, N. G. & Mix, A. C. Spatial and temporal oceanographic variability of the eastern equatorial Pacific during the late Pleistocene: Evidence from Radiolaria microfossils. Paleoceanography 12, 381-393 (1997)
A180-73	0.00	-0.38	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.4	1.0	3.3	27.2	-0.78	0.95	-4.06	0.95	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V30-40	0.22	-23.07	 Planktonic Foraminifera Assemblage  (Transfer Function)	23.2	1.5	1.5	26.9	-3.74	1.50	-5.27	1.50	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geo-sciences, 121-164 (Springer, 1989)
TR163-22	0.52	-92.40	 Planktonic Foraminifera (G. ruber) Mg/Ca	28.0	1.1	2.7	24.5	3.53	1.10	0.80	1.10	Lea, D. W. et al. Paleoclimate history of Galápagos surface waters over the last 135,000 yr. Quaternary Science Reviews 25, 1152-1167 (2006)
RC10-65	0.68	-108.62	Radiolaria   Assemblage  (Transfer Function)	25.4	1.7	3.2	24.6	0.83	1.65	-2.35	1.65	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
W8402A-14GC	0.95	-138.96	Alkenone	25.9	1.5	1.1	26.2	-0.30	1.50	-1.39	1.50	Jasper, J. P., Hayes, J., Mix, A. C. & Prahl, F. G. Photosynthetic fractionation of 13C and concentrations of dissolved CO2 in the central equatorial Pacific during the last 255,000 years. Paleoceanography 9, 781-798 (1994)
V28-238	1.02	160.48	 Planktonic Foraminifera Assemblage  (Transfer Function)	28.7	2.0	-0.3	29.3	-0.63	2.00	-0.37	2.00	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V25-59	1.22	-33.29	 Planktonic Foraminifera Assemblage  (Revised Analog Method)	24.9	0.7	-0.4	27.6	-2.68	0.70	-2.32	0.70	Waelbroeck, C., Labeyrie, L., Duplessy, J. C., Guiot, J., Labracherie, M., Leclaire, H., & Duprat, J. Improving past sea surface temperature estimates based on planktonic fossil faunas. Paleoceanography and Paleoclimatology, 13(3), 272-283 (1998)
RC11-210	1.82	-140.05	Radiolaria   Assemblage  (Transfer Function)	26.3	1.7	0.5	26.5	-0.22	1.65	-0.69	1.65	 CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
TR163-19	2.26	-90.95	 Planktonic Foraminifera (G. ruber) Mg/Ca	28.1	1.1	1.2	26.5	1.63	1.10	0.42	1.10	Lea, D. W. The 100 000-yr cycle in tropical SST, greenhouse forcing, and climate sensitivity. Journal of Climate 17, 2170-2179 (2004)
MD03-2707	2.50	9.39	 Planktonic Foraminifera (G. ruber) Mg/Ca	28.3	1.1	0.2	27.9	0.41	1.10	0.26	1.10	Weldeab, S., Lea, D. W., Schneider, R. R. & Andersen, N. 155,000 years of West African monsoon and ocean thermal evolution. Science 316, 1303-1307 (2007)
SK 157/4	2.67	78.00	 Planktonic Foraminifera (G. ruber) Mg/Ca	28.9	1.2	-1.3	28.9	0.02	1.20	1.29	1.20	Saraswat, R., Nigam, R., Weldeab, S., Mackensen, A. & Naidu, P. The tropical warm pool in the Indian Ocean and its influence on ENSO over the past 137,000 yrs BP. Current Science 92, 1153-1156 (2007)
MD85674	3.18	50.43	Alkenone	27.9	1.5	-0.2	27.3	0.60	1.50	0.77	1.50	Bard, E., Rostek, F. & Sonzogni, C. Interhemispheric synchrony of the last deglaciation inferred from alkenone palaeothermometry. Nature 385, 707-710 (1997)
GeoB 1523-1	3.83	-41.62	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	26.3	1.0	-1.2	27.8	-1.49	1.00	-0.27	1.00	Wolff, T., Grieger, B., Hale, W., Dürkoop, A., Mulitza, S., Pätzold, J., & Wefer, G. On the reconstruction of paleosalinities. In Use of Proxies in Paleoceanography (pp. 207-228). Springer, Berlin, Heidelberg (1999)
MD90963	5.07	73.88	Alkenone	28.2	1.5	-2.1	28.8	-0.63	1.50	1.45	1.50	Budziak, D. Late Quaternary monsoonal climate and related variations in paleoproductivity and alkenone-derived sea-surface temperatures in the western Arabian Sea, Universita¨t Bremen, (2001)
V29-29	5.12	77.58	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.3	1.2	-0.9	28.7	-1.37	1.20	-0.46	1.20	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
MD03-2616	7.49	-53.01	Alkenone	28.9	1.5	-4.7	27.9	0.98	1.50	5.67	1.50	Rama-Corredor, O. et al. Parallelisms between sea surface temperature changes in the western tropical Atlantic (Guiana Basin) and high latitude climate signals over the last 140 000 years. Climate of the Past 11, 1297 (2015)
MD02-2529	8.21	-84.12	Alkenone	27.8	1.5	1.5	28.4	-0.62	1.50	-2.13	1.50	Leduc, G. et al. Moisture transport across Central America as a positive feedback on abrupt climatic changes. Nature 445, 908-911 (2007)
17961-2	8.51	112.33	Alkenone	28.8	1.5	-0.8	28.5	0.26	1.50	1.02	1.50	Pelejero, C., Grimalt, J. O., Sarnthein, M., Wang, L. & Flores, J.-A. Molecular biomarker record of sea surface temperature and climatic change in the South China Sea during the last 140,000 years. Marine Geology 156, 109-121 (1999)
MD97-2151	8.73	109.87	Alkenone	28.8	1.5	-1.2	28.2	0.60	1.50	1.77	1.50	Zhao, M., Huang, C.-Y., Wang, C.-C. & Wei, G. A millennial-scale U37K' sea-surface temperature record from the South China Sea (8°N) over the last 150 kyr: Monsoon and sea-level influence. Palaeogeography, Palaeoclimatology, Palaeoecology 236, 39-55 (2006)
MD05-2896/7	8.83	111.44	Alkenone	28.8	1.5	-1.3	28.4	0.38	1.50	1.70	1.50	Dong, L., Li, L., Li, Q., Wang, H. & Zhang, C. L. Hydroclimate implications of thermocline variability in the southern South China Sea over the past 180,000 yr. Quaternary Research 83, 370-377 (2015)
RC12-339	9.13	90.03	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.0	1.2	-0.6	28.6	-1.62	1.20	-0.98	1.20	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
ODP 1002C (Cariaco Basin)	10.71	-65.17	Alkenone	27.3	1.5	-1.1	27.1	0.18	1.50	1.26	1.50	Herbert, T. D. & Schuffert, J. D. in Proceedings of the Ocean Drilling Program, Scientific Results.  239-247 (2000)
V28-127	11.65	-80.13	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.9	1.3	-1.0	28.2	-0.26	1.30	0.69	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
MD97-2142	12.69	119.47	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.6	1.9	-2.4	28.7	-1.08	1.85	1.32	1.85	Chen, M.-T. et al. 500 000-Year records of carbonate, organic carbon, and foraminiferal sea-surface temperature from the southeastern South China Sea (near Palawan Island). Palaeogeography, Palaeoclimatology, Palaeoecology 197, 113-131 (2003)
ODP165-999A	12.75	-78.73	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	26.6	1.1	-0.9	28.0	-1.44	1.10	-0.53	1.10	Martinez, J. I., Mora, G. & Barrows, T. T. Paleoceanographic conditions in the western Caribbean Sea for the last 560 kyr as inferred from planktonic foraminifera. Marine Micropaleontology 64, 177-188 (2007)
TY93-929/P	13.70	53.25	Alkenone	27.4	1.5	-1.0	27.0	0.39	1.50	1.42	1.50	Rostek, F., Bard, E., Beaufort, L., Sonzogni, C., & Ganssen, G. Sea surface temperature and productivity records for the past 240 kyr in the Arabian Sea. Deep Sea Research Part II: Topical Studies in Oceanography, 44(6-7), 1461-1480 (1997)
V22-196	13.83	-18.97	 Planktonic Foraminifera Assemblage  (Transfer Function)	24.9	1.3	1.0	25.4	-0.54	1.30	-1.55	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GIK17954	14.80	111.53	Alkenone	28.0	1.5	0.2	27.6	0.37	1.50	0.18	1.50	Wang, L., Sarnthein, M., Erlenkeuser, H., Grimalt, J., Grootes, P., Heilig, S., Ivanova, E., Kienast, M., Pelejero, C. and Pflaumann, U. East Asian monsoon climate during the Late Pleistocene: high-resolution sediment records from the South China Sea. Marine Geology, 156(1-4), 245-284 (1999).
MD06-3052 	14.81	123.49	 Planktonic Foraminifera (G. ruber) Mg/Ca	29.8	1.2	-0.7	28.5	1.31	1.20	2.04	1.20	Qiu, X. et al. Sea surface temperature and salinity reconstruction based on stable isotopes and Mg/Ca of planktonic foraminifera in the Western Pacific Warm Pool during the last 155 ka. Chinese Journal of Oceanology and Limnology 32, 187-200 (2014)
GeoB 3005-1	14.97	54.37	Alkenone	28.0	1.5	-0.7	26.9	1.10	1.50	1.83	1.50	Budziak, D. Late Quaternary monsoonal climate and related variations in paleoproductivity and alkenone-derived sea-surface temperatures in the western Arabian Sea, Universita¨t Bremen, (2001)
V34-88	16.52	59.53	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.1	1.2	-0.6	26.7	-0.60	1.20	-0.04	1.20	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V12-122	17.00	-74.40	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.9	1.6	-1.1	28.0	-2.11	1.60	-1.00	1.60	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
M35027-1	17.65	-67.17	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	25.7	1.0	-0.9	27.8	-2.10	1.00	-1.19	1.00	Hüls, M. & Zahn, R. Millennial-scale sea surface temperature variability in the western tropical North Atlantic from planktonic foraminiferal census counts. Paleoceanography 15, 659-678 (2000)
ODP 728a	17.68	57.83	Alkenone	23.5	1.5	-0.3	26.2	-2.68	1.50	-2.38	1.50	Ten Haven, H. L. & Kroon, D. in Proceedings of Ocean Drilling Program, Scientific Results 117, 445-452 (1991)
ODP 723	18.05	57.61	Alkenone	27.6	1.5	0.0	25.9	1.71	1.50	1.69	1.50	Budziak, D. Late Quaternary monsoonal climate and related variations in paleoproductivity and alkenone-derived sea-surface temperatures in the western Arabian Sea, Universita¨t Bremen, (2001)
Hainan Island	18.28	109.71	Alkenone	29.2	1.5		26.7	2.53	1.50	2.53	1.50	Wang, M. et al. U K' 37 temperature estimates from Eemian marine sediments in the southern coast of Hainan Island, tropical China. Journal of Asian Earth Sciences 127, 91-99 (2016)
V30-49	18.43	-21.08	 Planktonic Foraminifera Assemblage  (Transfer Function)	19.6	1.5	-0.5	23.5	-3.88	1.50	-3.43	1.50	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geo-sciences, 121-164 (Springer, 1989)
MD05-2904	19.46	116.25	Alkenone	28.3	1.5	-0.2	26.8	1.49	1.50	1.71	1.50	He, J., Zhao, M. X., Li, L., Wang, P. X. & Ge, H. M. Sea surface temperature and terrestrial biomarker records of the last 260 ka of core MD05-2904 from the northern South China Sea. Chinese Science Bulletin 53, 2376-2384 (2008)
ODP Leg 184 Site 1145	19.58	117.63	 Planktonic Foraminifera (G. ruber) Mg/Ca	28.5	1.1	-0.5	26.9	1.56	1.10	2.10	1.10	Oppo, D. W. & Sun, Y. Amplitude and timing of sea-surface temperature change in the northern South China Sea: Dynamic link to the East Asian monsoon. Geology 33, 785-788 (2005)
ODP 1144a	20.06	117.42	 Planktonic Foraminifera (G. sacculifer) Mg/Ca	25.1	1.1	-0.3	26.6	-1.45	1.10	-1.16	1.10	Wei, G., Deng, W., Liu, Y. & Li, X. High-resolution sea surface temperature records derived from foraminiferal Mg/Ca ratios during the last 260 ka in the northern South China Sea. Palaeogeography, Palaeoclimatology, Palaeoecology 250, 126-138 (2007)
TR126-23	20.48	-95.62	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.2	1.0	-0.5	26.5	-1.32	0.95	-0.78	0.95	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
ODP 658	20.75	-18.58	Alkenone	18.3	1.5	0.3	21.9	-3.64	1.50	-3.92	1.50	Eglinton, G. et al. Molecular record of secular sea surface temperature changes on 100-year timescales for glacial terminations I, II and IV. Nature 356, 423-426 (1992)
TR126-29	21.33	-93.95	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.3	1.0	-0.6	26.6	-1.35	0.95	-0.78	0.95	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
LPAZ 21P	22.99	-109.47	Alkenone	27.0	1.5		24.8	2.22	1.50	2.22	1.50	Herbert, T. D. et al. Collapse of the California Current during the glacial maxima linked to climate change on land. Science 293, 71-76 (2001)
SU94-20bK	25.02	-16.65	Alkenone	23.4	1.5	-0.3	21.2	2.24	1.50	2.52	1.50	Sicre, M.-A. et al. Biomarker stratigraphic records over the last 150 kyears off the NW African coast at 25 N. Organic Geochemistry 31, 577-588 (2000)
